Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
5101,13ed,"UWMAPD1","D","UW Madison PD 1","Law Talk","University of Wisconsin"
5102,13ee,"UWMAPD2","D","UW Madison PD 2","Law Talk","University of Wisconsin"
7401,1ce9,"GLIFWCE","D","GLIFWC East","Law Talk","Great Lakes Indian Fish  Wildlife Commission"
7402,1cea,"GLIFWCW","D","GLIFWC West","Law Talk","Great Lakes Indian Fish  Wildlife Commission"
7403,1ceb,"GLIFWCTAC","D","GLIFWC Tac","Law Tac","Great Lakes Indian Fish  Wildlife Commission"
7404,1cec,"GLIFWCSTW","D","GLIFWC Statewide","Law Tac","Great Lakes Indian Fish  Wildlife Commission"
7411,1cf3,"LDFTRANS1","D","Lac du Flambeau Tribal Transit 1","Transportation","Vilas County"
7412,1cf4,"LDFTRANS2","D","Lac du Flambeau Tribal Transit 2","Transportation","Vilas County"
8001,1f41,"FFLCOM","D","Flight For Life","EMS Dispatch","Medevac"
8006,1f46,"LNCOM1","D","LifeNet 1","EMS Dispatch","Medevac"
8007,1f47,"LNCOM2","D","LifeNet 2","EMS-Talk","Medevac"
8011,1f4b,"AHSWAU","D","Aspirus MedEvac - Wausau","EMS-Talk","Medevac"
8014,1f4e,"AHSOPS","D","Aspirus MedEvac Operations 1","EMS-Talk","Medevac"
8015,1f4f,"AHSOPS2","D","Aspirus MedEvac Operations 2","EMS Dispatch","Medevac"
8017,1f51,"LIFELINKOPS","D","Life Link III Operations - Statewide","EMS-Talk","Medevac"
8018,1f52,"LIFELINKCOM","D","Life Link III Dispatch - Rice Lake","EMS Dispatch","Medevac"
8019,1f53,"LIFELINK MARSH","D","Life Link III - Marshfield","EMS Dispatch","Medevac"
8020,1f54,"LIFELINK RHINE","D","Life Link III - Rhinelander","EMS Dispatch","Medevac"
8021,1f55,"NMAC","D","North Memorial Air Care Wis Flight - Siren","EMS Dispatch","Medevac"
8032,1f60,"MEDLINKCOM","D","MedLink Dispatch - La Crosse","EMS Dispatch","Medevac"
8044,1f6c,"UWMEDCOM","D","UW Medflight - Madison","EMS Dispatch","Medevac"
8050,1f72,"THEDASTAR","D","Thedastar - Neenah","EMS Dispatch","Medevac"
8060,1f7c,"SPIRITCOM","D","Spirit Medical Transport - Weston","EMS Dispatch","Medevac"
8071,1f87,"SAMCOM","D","Superior Air Med","EMS Dispatch","Medevac"
8072,1f88,"SAMOPS","D","Superior Air Med Operations","EMS-Talk","Medevac"
8111,1faf,"CPKCRRPD","D","CPKC Railway Police","Law Dispatch","CPKC Railway"
8301,206d,"DCITAC1","D","DCI Tac 1","Law Tac","Dept. of Justice"
8302,206e,"DCITAC2","D","DCI Tac 2","Law Tac","Dept. of Justice"
8303,206f,"DCISURV","D","DCI Surveillance","Law Tac","Dept. of Justice"
8304,2070,"DCIEVENT","D","DCI Event","Law Tac","Dept. of Justice"
8305,2071,"DCIMAD","D","DCI Madison","Law Tac","Dept. of Justice"
8306,2072,"DCIMKE","D","DCI Milwaukee","Law Tac","Dept. of Justice"
8307,2073,"DCIAPL","D","DCI Appleton","Law Tac","Dept. of Justice"
8308,2074,"DCIWAU","D","DCI Wausau","Law Tac","Dept. of Justice"
8309,2075,"DCIEAU","D","DCI Eau Claire","Law Tac","Dept. of Justice"
8310,2076,"DCISUP","D","DCI Superior","Law Tac","Dept. of Justice"
8319,207f,"DCI OPS 9","DE","DCI Operations 9","Law Tac","Dept. of Justice"
8400,20d0,"WEMATG","D","WI Emergency Management Announcement","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8401,20d1,"WEMCMD","D","WI Emergency Management Command Net","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8402,20d2,"WEMSTWD","D","WI Emergency Management Statewide","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8403,20d3,"WEMTAC1","D","WI Emergency Management TAC 1","Multi-Tac","Dept. of Military Affairs - Emergency Management"
8404,20d4,"WEMTAC2","D","WI Emergency Management TAC 2","Multi-Tac","Dept. of Military Affairs - Emergency Management"
8405,20d5,"WEMTAC3","D","WI Emergency Management TAC 3","Multi-Tac","Dept. of Military Affairs - Emergency Management"
8411,20db,"WEMSW","D","WI Emergency Management South-West Region","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8412,20dc,"WEMSE","D","WI Emergency Management South-East Region","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8413,20dd,"WEMEC","D","WI Emergency Management East-Central Region","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8414,20de,"WEMNE","D","WI Emergency Management North-East Region","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8415,20df,"WEMWC","D","WI Emergency Management West-Central Region","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8416,20e0,"WEMNW","D","WI Emergency Management North-West Region","Emergency Ops","Dept. of Military Affairs - Emergency Management"
8451,2103,"DMAJOCCMD","D","DMA JOC Command","Military","Dept. of Military Affairs"
8452,2104,"DMAJOCOPS1","D","DMA JOC OPS1 ","Military","Dept. of Military Affairs"
8453,2105,"DMAJOCOPS2","D","DMA JOC OPS2","Military","Dept. of Military Affairs"
8454,2106,"DMAJOCLOG ","D","DMA JOC Logistics ","Military","Dept. of Military Affairs"
8455,2107,"DMA OPS 55","D","DMA OPS 55","Military","Dept. of Military Affairs"
8459,210b,"DMA OPS 59","D","DMA OPS 59","Military","Dept. of Military Affairs"
8460,210c,"DMA OPS 60","D","DMA OPS 60","Military","Dept. of Military Affairs"
8461,210d,"DMA OPS 61","D","DMA OPS 61","Military","Dept. of Military Affairs"
8466,2112,"DMA OPS 66","D","DMA OPS 66","Military","Dept. of Military Affairs"
8471,2117,"DMA OPS 71","D","DMA OPS 71","Military","Dept. of Military Affairs"
8475,211b,"DMA OPS 75","D","DMA OPS 75","Military","Dept. of Military Affairs"
8476,211c,"DMA OPS 76","D","DMA OPS 76","Military","Dept. of Military Affairs"
8477,211d,"DMA OPS 77","D","DMA OPS 77","Military","Dept. of Military Affairs"
8479,211f,"DMA OPS 79","D","DMA OPS 79","Military","Dept. of Military Affairs"
8480,2120,"DMANGRFOP1","D","DMA ANG RF OP1","Military","Dept. of Military Affairs"
8495,212f,"DMA ANG AIR","D","DMA ANG Air Ops","Military","Dept. of Military Affairs"
8496,2130,"DMAASF1A-A","D","DMA ASF1 Air to Air","Military","Dept. of Military Affairs"
8497,2131,"DMA ANG AIR","D","DMA ANG Air Ops","Military","Dept. of Military Affairs"
8498,2132,"DMAANGAIRCMD","D","DMA ANG Air Command","Military","Dept. of Military Affairs"
8499,2133,"DMAASF2A-A","D","DMA ASF2 Air to Air","Military","Dept. of Military Affairs"
8501,2135,"DOACPD","D","Capitol Police","Law Dispatch","Department of Administration: Capitol Police"
8502,2136,"DOACPDTAC","D","Capitol Police Tac","Law Tac","Department of Administration: Capitol Police"
8503,2137,"DOACPDADMN","D","Capital Police Admin","Law Tac","Department of Administration: Capitol Police"
8991,231f,"Trail Ambassador","D","Trail Ambassadors","Other","NOHVIS"
9003,232b,"FED 9003","DE","Federal 9003","Federal","Federal"
9011,2333,"DEA","DE","Drug Enforcement Administration","Federal","Federal"
9013,2335,"DEAMAD","DE","Drug Enforcement Administration - Madison","Federal","Federal"
9015,2337,"DEAMKE","DE","Drug Enforcement Administration - Milwaukee","Federal","Federal"
9031,2347,"FED 9031","DE","Federal 9031","Federal","Federal"
9033,2349,"FED 9033","DE","Federal 9033","Federal","Federal"
9038,234e,"FED 9038","DE","Federal 9038","Federal","Federal"
9060,2364,"FED 9060","DE","Federal 9060","Federal","Federal"
9191,23e7,"FSWILAW","D","US Forest Service Law Enforcement","Federal","Federal"
9411,24c3,"NPSSCNSR1","DE","Saint Croix National Scenic Riverway - Dispatch","Federal","Federal"
9413,24c5,"NPSSCNSR3","D","Saint Croix National Scenic Riverway - Talk","Federal","Federal"
9414,24c6,"NPSAPISDISP","D","Apostle Islands National Lakeshore - Dispatch","Federal","Federal"
9416,24c8,"NPSAPISCOM","D","Apostle Island National Lakeshore - Talk","Federal","Federal"
10010,271a,"CLSCAN","D","Clark County Scan","Interop","Clark County"
10011,271b,"CLCOM","D","Clark County Common","Multi-Talk","Clark County"
10012,271c,"CLTRVL","D","Clark County Travel","Multi-Talk","County Travel"
11001,2af9,"COLAW1","D","Columbia County Law","Law Talk","Columbia County"
11010,2b02,"COSCAN","D","Columbia County Scan","Interop","Columbia County"
11011,2b03,"COCOM","D","Columbia County Common","Multi-Talk","Columbia County"
11012,2b04,"COTRVL","D","Columbia County Travel","Multi-Talk","County Travel"
12010,2eea,"CRSCAN","D","Crawford County Scan","Interop","Crawford County"
12011,2eeb,"CRCOM","D","Crawford County Common","Multi-Talk","Crawford County"
12012,2eec,"CRTRVL","D","Crawford County Travel","Multi-Talk","County Travel"
13001,32c9,"DALAW1","D","Dane County Law 1","Law Dispatch","Dane County"
13003,32cb,"DALAW3","D","Dane County Law 3","Law Dispatch","Dane County"
13010,32d2,"DASCAN","D","Dane County Scan","Interop","Dane County"
13011,32d3,"DACOM","D","Dane County Common","Multi-Talk","Dane County"
13012,32d4,"DATRVL","D","Dane County Travel","Multi-Talk","County Travel"
13014,32d6,"DALTAC14","D","Dane Law Tac 14","Law Tac","Dane County"
13022,32de,"DAFBTRVL","D","Fitchburg Travel","Multi-Tac","Dane County"
13106,3332,"DAFREMS","D","FitchRona EMS","EMS-Talk","Dane County"
13107,3333,"DAFBPD","D","Fitchburg FD","Fire-Talk","Dane County"
13121,3341,"DAMIPD","D","Middleton PD","Law Talk","Dane County"
13126,3346,"DAMIEMS","D","Middleton EMS","EMS-Talk","Dane County"
13127,3347,"DAMIFD","D","Middleton Fire","Fire-Talk","Dane County"
13136,3350,"DAMIDPW","D","Middleton DPW","Public Works","Dane County"
13141,3355,"DAMOPD","D","Monona PD","Law Talk","Dane County"
13161,3369,"DASTPD","D","Stoughton PD","Law Talk","Dane County"
13254,33c6,"DABRLG","D","Brooklyn PD","Law Talk","Dane County"
13271,33d7,"DACPPD","D","Cross Plains PD","Law Talk","Dane County"
13274,33da,"DACPEM","D","Cross Plains Emergency Management","Emergency Ops","Dane County"
13276,33dc,"DACPEMS","D","Cross Plains EMS","EMS-Talk","Dane County"
13277,33dd,"DACPFD","D","Cross Plains FD","Law Talk","Dane County"
13301,33f5,"DADFPD","D","DeForest PD","Law Talk","Dane County"
13317,3405,"DAMBFD","D","Maple Bluff FD","Fire-Talk","Dane County"
13321,3409,"DAMRPD","D","Marshall PD","Law Talk","Dane County"
13326,340e,"DAMREMS","D","Marshall EMS","EMS-Talk","Dane County"
13337,3419,"DAMZFD","D","Mazomanie FD","Fire-Talk","Dane County"
13341,341d,"DAMCPD","D","McFarland PD","Law Talk","Dane County"
13367,3437,"DAORFD","D","Oregon FD","Fire-Talk","Dane County"
13387,344b,"DASHFD","D","Shorewood Hills FD","Fire-Talk","Dane County"
13441,3481,"DACTPD","D","Cottage Grove PD","Law Talk","Dane County"
13444,3484,"DADGEMS","D","Deer Grove EMS","EMS-Talk","Dane County"
13471,349f,"DATMPD","D","Town of Madison PD","Law Talk","Dane County"
13607,3527,"DAMAFD","D","Madison FD","Fire-Talk","Dane County"
13801,35e9,"DARYBROS","D","Ryan Brothers EMS","EMS-Talk","Dane County"
14001,36b1,"DOSO1","D","Dodge County SO","Law Talk","Dodge County"
14010,36ba,"DOSCAN","D","Dodge County Scan","Interop","Dodge County"
14011,36bb,"DOCOM","D","Dodge County Common","Multi-Talk","Dodge County"
14012,36bc,"DOTRVL","D","Dodge County Travel","Multi-Talk","County Travel"
14014,36be,"DOEM","D","Dodge County Emergency Management","Emergency Ops","Dodge County"
14491,389b,"DCERT","D","Dodge County Emergency Response Team","Emergency Ops","Dodge County"
15010,3aa2,"DRSCAN","D","Door County Scan","Interop","Door County"
15011,3aa3,"DRCOM","D","Door County Common","Multi-Talk","Door County"
15012,3aa4,"DRTRVL","D","Door County Travel","Multi-Talk","County Travel"
16000,3e80,"DGATG","D","Douglas County All Call","Law Dispatch","Douglas County"
16001,3e81,"DGLAW1","D","Douglas County Law 1","Law Dispatch","Douglas County"
16002,3e82,"DGLAW2","D","Douglas County Law 2","Law Talk","Douglas County"
16005,3e85,"DGPAGE","D","Douglas County Paging","Fire Dispatch","Douglas County"
16006,3e86,"DGEMS","D","Douglas County EMS","EMS-Talk","Douglas County"
16007,3e87,"DGFIRE1","D","Douglas County Fire 1","Fire Dispatch","Douglas County"
16008,3e88,"DGFIRE2","D","Douglas County Fire 2","Fire-Talk","Douglas County"
16009,3e89,"DGEVENT","D","Douglas County  Events","Multi-Talk","Douglas County"
16011,3e8b,"DGCOM","D","Douglas County Common","Multi-Talk","Douglas County"
16012,3e8c,"DGTRVL","D","Douglas County Travel","Multi-Talk","County Travel"
16014,3e8e,"DGEM","D","Douglas County Emergency Management","Emergency Ops","Douglas County"
16015,3e8f,"DGFOREST","D","Douglas County Forestry","Public Works","Douglas County"
16016,3e90,"DGHWY1","D","Douglas County Highway 1","Public Works","Douglas County"
16017,3e91,"DGHWY2","D","Douglas County Highway 2","Public Works","Douglas County"
16026,3e9a,"DGMYEMS","D","Mayo Clinic Ambulance Service","EMS-Talk","Douglas County"
16100,3ee4,"DGSUATG","D","Superior All Call","Law Dispatch","Douglas County"
16101,3ee5,"DGSUPD1","DE","Superior Police 1","Law Dispatch","Douglas County"
16102,3ee6,"DGSUPD2","D","Superior Police 2","Law Talk","Douglas County"
16107,3eeb,"DGSUFD1","D","Superior Fire 1","Fire Dispatch","Douglas County"
16108,3eec,"DGSUFD2","D","Superior Fire 2","Fire-Talk","Douglas County"
16311,3fb7,"DGBRLG","D","Brule Local Government","Multi-Talk","Douglas County"
17001,4269,"DULAW1","D","Dunn County Law 1 (patched to 155.595)","Law Dispatch","Dunn County"
17002,426a,"DULAW2","D","Dunn County Law 2","Law Talk","Dunn County"
17007,426f,"DUFIRE1","D","Dunn County Fire 1","Fire Dispatch","Dunn County"
17008,4270,"DUFIRE2","D","Dunn County Fire 2","Fire-Talk","Dunn County"
17010,4272,"DUSCAN","D","Dunn County Scan","Interop","Dunn County"
17011,4273,"DUCOM","D","Dunn County Common","Interop","Dunn County"
17012,4274,"DUTRVL","D","Dunn County Travel","Multi-Talk","County Travel"
18010,465a,"ECSCAN","D","Eau Claire County Scan","Interop","Eau Claire County"
18011,465b,"ECCOM","D","Eau Claire County Common","Multi-Talk","Eau Claire County"
18012,465c,"ECTRVL","D","Eau Claire County Travel","Multi-Talk","County Travel"
18026,466a,"ECGCEMS1","D","Mayo Clinic Ambulance 1 (patched ARMER 21619)","EMS Dispatch","Medevac"
18027,466b,"ECGCEMS2","D","Mayo Clinic Ambulance 2","EMS Dispatch","Medevac"
19001,4a39,"FLLAW1","D","Florence County SO","Law Talk","Florence County"
19010,4a42,"FLSCAN","D","Florence County Scan","Interop","Florence County"
19011,4a43,"FLCOM","D","Florence County Common","Multi-Talk","Florence County"
19012,4a44,"FLTRVL","D","Florence County Travel","Multi-Talk","County Travel"
20001,4e21,"FDLAW1","D","Fond du Lac County Law","Law Dispatch","Fond du Lac County"
20010,4e2a,"FDSCAN","D","Fond du Lac County Scan","Interop","Fond du Lac County"
20011,4e2b,"FDCOM","D","Fond du Lac County Common","Multi-Talk","Fond du Lac County"
20012,4e2c,"FDTRVL","D","Fond du Lac County Travel","Multi-Talk","County Travel"
20101,4e85,"FDLPD1","De","Fond du Lac Police 1 / North FDLPD Dispatch","Law Dispatch","Fond du Lac County"
20102,4e86,"FDLPD2","D","Fond du Lac Police 2","Law Talk","Fond du Lac County"
20103,4e87,"FDLPD3","D","Fond du Lac Police 3","Law Talk","Fond du Lac County"
20107,4e8b,"FDLFD1","D","Fond du Lac Fire 1","Fire Dispatch","Fond du Lac County"
20108,4e8c,"FDLFD2","D","Fond du Lac Fire 2","Fire-Talk","Fond du Lac County"
20118,4e96,"FDLTRAN","D","Fond du Lac Transit","Transportation","Fond du Lac County"
21010,5212,"FOSCAN","D","Forest County Scan","Interop","Forest County"
21011,5213,"FOCOM","D","Forest County Common","Multi-Talk","Forest County"
21012,5214,"FOTRVL","D","Forest County Travel","Multi-Talk","County Travel"
21501,53fd,"ADLAW1","D","Adams County SO","Law Talk","Adams County"
21510,5406,"ADSCAN","D","Adams County Scan","Interop","Adams County"
21511,5407,"ADCOM","D","Adams County Common","Multi-Talk","Adams County"
21512,5408,"ADTRVL","D","Adams County Travel","Multi-Talk","County Travel"
21514,540a,"ADEM","D","Adams County Emergency Management","Emergency Ops","Adams County"
22010,55fa,"GTSCAN","D","Grant County Scan","Interop","Grant County"
22011,55fb,"GTCOM","D","Grant County Common","Multi-Talk","Grant County"
22012,55fc,"GTTRVL","D","Grant County Travel","Multi-Talk","County Travel"
22510,57ee,"ALSCAN","D","Ashland County Scan","Interop","Ashland County"
22511,57ef,"ALCOM","D","Ashland  County Common","Multi-Talk","Ashland County"
22512,57f0,"ALTRVL","D","Ashland County Travel","Multi-Talk","County Travel"
23010,59e2,"GRSCAN","D","Green County Scan","Interop","Green County"
23011,59e3,"GRCOM","D","Green County Common","Multi-Talk","Green County"
23012,59e4,"GRTRVL","D","Green County Travel","Multi-Talk","County Travel"
23501,5bcd,"BNLAW1","D","Barron County SO","Law Talk","Barron County"
23510,5bd6,"BNSCAN","D","Barron County Scan","Interop","Barron County"
23511,5bd7,"BNCOM","D","Barron County Common","Multi-Talk","Barron County"
23512,5bd8,"BNTRVL","D","Barron County Travel","Multi-Talk","County Travel"
23514,5bda,"BNEM","D","Barron County Emergency Management","Emergency Ops","Barron County"
23526,5be6,"BNMYEMS","D","Mayo Ambulance - Barron","EMS Dispatch","Barron County"
23826,5d12,"BNTLPD","D","Turtle Lake PD","Law Talk","Barron County"
24010,5dca,"GLSCAN","D","Green Lake County Scan","Interop","Green Lake County"
24011,5dcb,"GLCOM","D","Green Lake County Common","Multi-Talk","Green Lake County"
24012,5dcc,"GLTRVL","D","Green Lake County Travel","Multi-Talk","County Travel"
24501,5fb5,"BALAW1","D","Bayfield County Law 1","Law Dispatch","Bayfield County"
24502,5fb6,"BALAW2","D","Bayfield County Law 2","Law Talk","Bayfield County"
24503,5fb7,"BALAW3","D","Bayfield County Law 3","Law Talk","Bayfield County"
24505,5fb9,"BAPAGE","D","Bayfield County Page","Fire Dispatch","Bayfield County"
24506,5fba,"BAEMS","D","Bayfield County EMS","EMS-Talk","Bayfield County"
24507,5fbb,"BAFIRE1","D","Bayfield County Fire 1","Fire Dispatch","Bayfield County"
24508,5fbc,"BAFIRE2","D","Bayfield County Fire 2","Fire-Talk","Bayfield County"
24509,5fbd,"BAEVENT","D","Bayfield County Event","Multi-Talk","Bayfield County"
24511,5fbf,"BACOM","D","Bayfield County Common","Multi-Talk","Bayfield County"
24512,5fc0,"BATRVL","D","Bayfield County Travel","Multi-Talk","County Travel"
24514,5fc2,"BAEM","D","Bayfield County Emergency Management","Emergency Ops","Bayfield County"
24516,5fc4,"BAHWY1","D","Bayfield Highway 1","Public Works","Bayfield County"
24517,5fc5,"BAHWY2","D","Bayfield Highway 2","Public Works","Bayfield County"
24518,5fc6,"BASSSCHL","D","South Shore School","Transportation","Bayfield County"
24526,5fce,"BAGDEMS","D","Great Divide EMS","EMS-Talk","Bayfield County"
25000,61a8,"IOATG","D","Iowa County Announcement","Law Dispatch","Iowa County"
25001,61a9,"IOLAW1","D","Iowa County Law 1","Law Dispatch","Iowa County"
25002,61aa,"IOLAW2","De","Iowa County Law 2","Law Talk","Iowa County"
25003,61ab,"IOLAW3","De","Iowa County Law 3","Law Talk","Iowa County"
25005,61ad,"IOPAGE","D","Iowa County Paging","Fire Dispatch","Iowa County"
25006,61ae,"IOEMS","D","Iowa County EMS","EMS-Talk","Iowa County"
25007,61af,"IOFIRE1","D","Iowa County Fire/EMS 1","Fire Dispatch","Iowa County"
25008,61b0,"IOFIRE2","D","Iowa County Fire/EMS 2","Fire-Talk","Iowa County"
25009,61b1,"IOEVENT","D","Iowa County Event","Multi-Talk","Iowa County"
25011,61b3,"IOCOM","D","Iowa County Common","Interop","Iowa County"
25012,61b4,"IOTRVL","D","Iowa County Travel","Multi-Talk","County Travel"
25014,61b6,"IOEM","D","Iowa County Emergency Management","Emergency Ops","Iowa County"
